Name,City,Category,Type,Tags,Attaché Note,Website,Lat,Long,Country,Formatted Address
Manteigaria (Portuguese custard pies factory),Lisboa,Food,Pastry shop,Food,"Cozy specialist spotlighting tarts filled with egg custard & topped with cinnamon, plus coffee.",https://manteigaria.com/,38.7108394,-9.1440551,Portugal,"Rua do Loreto 2, 1200-108 Lisboa, Portugal"
Margaret Island,Budapest,Food,Restaurant,"Food, Restaurant",,,47.5154785,19.0437192,Hungary,"Budapest, Margitsziget / Margit híd, Hungary"
Marine Shop Heart Land,Zamami,Food,Sporting goods store,Food,,https://www.heartland105.com/,26.228395,127.302901,Japan,"105 Zamami, Shimajiri District, Okinawa 901-3402, Japan"
Mark's Place,Lihue,Food,Hawaiian restaurant,"Food, Restaurant",Counter-serve restaurant whipping up Hawaiian fare from plate lunches to bento boxes.,http://www.marksplacekauai.com/,21.9602386,-159.3935601,,
Marshe di Barber,Barber,Food,Market,"Food, Market",,,12.2902712,-69.0750273,Curaçao,"7WRF+4X5, Kaya Emiterio F. Doran, Barber, Curaçao"
MARUZEN & JUNKUDO Umeda,7,Food,Book store,Food,,https://honto.jp/store/detail_1570065_14HB320.html,34.7074186,135.5002261,Japan,"7-20 Chayamachi, Kita Ward, Osaka, 530-0013, Japan"
Mary's Milk Bar,Edinburgh,Food,Ice cream shop,Food,"Simple, retro ice cream parlour for homemade gelato, plus coffee and hot chocolate.",http://www.marysmilkbar.com/,55.9468723,-3.1974281,United Kingdom,"19 Grassmarket, Edinburgh EH1 2HS, UK"
Mary's Sfogliatella,Napoli,Food,Cake shop,Food,,,40.8384399,14.248703,Italy,"Galleria Umberto I, 66, 80132 Napoli NA, Italy"
Masjid Janpath Market,Janpath,Food,Market,"Food, Local Favourite, Market","Clothing, home accessories & souvenirs draw both locals & foreigners to this bustling, urban market.",,28.6290786,77.2187638,India,"J6H9+JGJ, Janpath Rd, Janpath, Connaught Place, New Delhi, Delhi 110001, India"
Mat Bar,Miðborg,Food,Icelandic restaurant,"Food, Restaurant, Trendy","Middle Eastern tapas pair with cocktails & wine in a compact, trendy restaurant with a bar.",http://www.matbar.is/,64.14659,-21.9303803,Iceland,"Hverfisgata 26, 101 Reykjavík, Iceland"
Mathallen Oslo,Grünerløkka,Food,Food court,Food,"Indoor food market with cafes, eateries & specialty shops featuring small-scale Norwegian producers.",https://mathallenoslo.no/,59.9222297,10.7520516,Norway,"Maridalsveien 17A, 0178 Oslo, Norway"
Matteus Kiosk & Grill,Stockholm,Food,Fast food restaurant,"Food, Restaurant",,,59.3465552,18.0468145,Sweden,"Vanadisvägen 13A, 113 46 Stockholm, Sweden"
Maui Pie,Kihei,Food,Bakery,"Bakery, Food",,http://www.mauipie.com/,20.749111,-156.455579,,
Mazel Tov,VII. kerület,Food,Israeli restaurant,"Food, Restaurant",We,http://www.mazeltov.hu/,47.5002778,19.0655242,Hungary,"Budapest, Akácfa u. 49, 1072 Hungary"
Mercado del Río,El Poblado,Food,Food court,Food,,https://www.instagram.com/mercadodelriomedellin/?hl=es,6.2259781,-75.5754299,Colombia,"050021, Cl. 24 #48-28, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
Mikla,Beyoğlu,Food,Restaurant,"Food, Outdoor Seating, Restaurant, View","Fine dining restaurant with contemporary styling & rooftop terrace, offering a tasting menu.",http://www.miklarestaurant.com/,41.0310369,28.9741962,Türkiye,"The Marmara Pera, Asmalı Mescit, Meşrutiyet Cd. No:15, 34430 Beyoğlu/İstanbul, Türkiye"
MingHin Cuisine,Chicago,Food,Dim sum restaurant,"Food, Restaurant","A Cantonese menu of dim sum, hot pots & seafood, plus cocktails, presented in a modern space.",https://www.minghincuisine.com/chinatown?utm_source=google&utm_medium=website,41.853398,-87.6349572,,
Mirumiru Hompo Honten,Arakawa,Food,Souvenir store,Food,,https://mirumiru.okinawa/,24.3713519,124.1227662,Japan,"1583-65 Arakawa, Ishigaki, Okinawa 907-0024, Japan"
Misk Al Bahar,Dubai,Food,Restaurant,"Food, Restaurant",,,25.0841088,55.1480042,United Arab Emirates,34MX+J5V - Dubai Marina - Dubai - United Arab Emirates
Misono universe,3,Food,Live music venue,Food,,http://universe.osaka/,34.6655996,135.5050869,Japan,"Japan, 〒542-0074 Osaka, Chuo Ward, Sennichimae, 2-chōme−3−９ Misono Buil., 2F"
Miznon Marais,Paris,Food,Restaurant,"Food, Restaurant",,https://www.miznonparis.com/,48.8571597,2.3589814,France,"22 Rue des Ecouffes, 75004 Paris, France"
Molino El Pujol,xico,Food,Mexican restaurant,"Food, Restaurant",Eric wareheim,,19.4076748,-99.1771131,,
Molino Rojo Restaurant,Bronx,Food,Dominican restaurant,"Family Friendly, Food, Restaurant","Enduring, family-owned restaurant for Puerto Rican eats, such as pernil & mofongo, plus breakfast.",https://instageam.com/molinorojorestaurant/,40.82763,-73.924306,,
Momofuku Noodle Bar,New York,Food,Ramen restaurant,"Food, Restaurant","David Chang's Asian-accented American fare comes with an open kitchen, spare decor & dinner crowds.",https://momofukunoodlebar.com/,40.7292083,-73.984415,,
Monga Fried Chicken,London,Food,Taiwanese restaurant,"Food, Restaurant",,https://www.mongauk.com/,51.512016,-0.1311721,United Kingdom,"12 Macclesfield St, London W1D 5BP, UK"
Moonwake Beer Co. | Brewery & Taproom,Leith,Food,Brewpub,Food,,http://www.moonwakebeer.com/,55.9774231,-3.1683574,United Kingdom,"6A Tower St, Leith, Edinburgh EH6 7BY, UK"
Morgenstern’s Finest Ice Cream,New York,Food,Ice cream shop,Food,Flagship location of an artisanal ice cream shop with expanded menu of sweet treats,http://www.morgensternsnyc.com/,40.7272498,-73.9998678,,
Moti Mahal Restaurant,Old Dariya Ganj,Food,North Indian restaurant,"Food, Restaurant",,,28.6464743,77.2401149,India,"3704, Netaji Subhash Marg, Old Dariya Ganj, Daryaganj, New Delhi, Delhi, 110002, India"
Moxy NYC Chelsea,New York,Food,Restaurant,"Food, Restaurant",,https://www.marriott.com/en-us/hotels/nycos-moxy-nyc-chelsea/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,40.7464653,-73.9909617,,
MR JI,,Food,Restaurant,"Food, Restaurant",,,,,,
Muallim Hassan Restaurant,Al Danah,Food,Turkish restaurant,"Food, Restaurant",,,24.4777313,54.3675821,United Arab Emirates,715 Al Falah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates
Murger Han,London,Food,Chinese restaurant,"Food, Restaurant",Menu inspired by Chinese street food with contemporary decor and a light-filled space at rear.,https://murgerhan.com/,51.5294912,-0.1329101,United Kingdom,"62 Eversholt St, London NW1 1DA, UK"
Murray Hill Diner,New York,Food,Diner,"Food, Historic",Lengthy American diner menu served all day in an old-school corner coffee shop setting.,https://murrayhilldiner.com/,40.7460436,-73.9802946,,
Mustafa's Gemüse Kebap,Bezirk Friedrichshain-Kreuzberg,Food,Kebab Shop,Food,"Popular, hearty chicken kebabs with grilled veggies, doled out from a tiny kiosk.",https://www.mustafademirs-gemuesekebap.de/,52.4939976,13.3880008,Germany,"Mehringdamm 32, 10961 Berlin, Germany"
Najd Palace Restaurant and Kitchen,Al Danah,Food,Restaurant,"Food, Restaurant",Airy destination featuring traditional & modern Gulf dishes in decorative surroundings.,http://www.najdpalace.com/,24.4803165,54.3723924,United Arab Emirates,818 Old Pasport Rd - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates
Nakano Broadway,52,Food,Shopping mall,Food,"Bustling shopping center featuring stores for anime & comics, plus boutiques, gift shops & eateries.",https://nakano-broadway.com/,35.7092475,139.6656524,Japan,"Japan, 〒164-0001 Tokyo, Nakano City, Nakano, 5-chōme−52−１５ 2階"
Nannarella,Lisboa,Food,Ice cream shop,Food,"Elevated & creative ice creams, sorbets & dessert cakes served in a popular, snug venue.",http://nannarella.pt/,38.7141848,-9.1532046,Portugal,"R. Nova da Piedade 64A, 1200-299 Lisboa, Portugal"
Nathan's Famous,Brooklyn,Food,Hot dog restaurant,"Food, Restaurant","Brooklyn-born fast-food chain offering signature hot dogs, fries, burgers & more.",https://www.nathansfamous.com/,40.5752667,-73.9814806,,
Natssul Korean Restaurant,Pokhara,Food,Korean restaurant,"Food, Restaurant",,http://natssul.com/,28.204341,83.9632,Nepal,"6X37+P8M, Pokhara 33700, Nepal"
Nauticus,Edinburgh,Food,Pub,Food,"Upscale pub with dark panelling, ship-inspired decor & chandeliers, plus craft cocktails.",http://www.nauticusbar.co.uk/,55.9689987,-3.167995,United Kingdom,"142 Duke St, Edinburgh EH6 8HR, UK"
Nenes Taqueria,Brooklyn,Food,Mexican restaurant,"Food, Restaurant",,https://nenestaqueria.com/,40.6785269,-73.9820318,,
Nepali Kitchen,Pokhara,Food,Nepalese restaurant,"Food, Restaurant",,,28.2062673,83.9628667,Nepal,"6X47+F4X, Pragati Marga, Pokhara 33700, Nepal"
New Era,20,Food,Hat shop,Food,"Retailer offering a range of licensed sports team & designer caps, apparel & accessories.",https://www.neweracap.jp/a/c/store_10/store/harajuku/,35.6698229,139.7081458,Japan,"Japan, 〒150-0001 Tokyo, Shibuya, Jingūmae, 3-chōme−20−９ 3F"
New Era,37,Food,Hat shop,Food,"Retailer offering a range of licensed sports team & designer caps, apparel & accessories.",https://www.neweracap.jp/a/c/store_10/store/shinjuku/,35.689673,139.7015901,Japan,"Japan, 〒160-0022 Tokyo, Shinjuku City, Shinjuku, 3-chōme−37−１ Flags 3F"
New Era,20,Food,Hat shop,Food,"Retailer offering a range of licensed sports team & designer caps, apparel & accessories.",https://www.neweracap.jp/a/c/store_10/store/shibuya/,35.6620739,139.7017909,Japan,"6-chōme-20-10 Jingūmae, Shibuya, Tokyo 150-0001, Japan"
New Japan Yakiniku Higashinihonbashi store,11,Food,Yakiniku restaurant,"Food, Restaurant",,https://www.instagram.com/higashinihonbashinihon/,35.69235,139.784519,Japan,"Japan, 〒103-0004 Tokyo, Chuo City, Higashinihonbashi, 3-chōme−11−６ 三上産業ビル 1F・2F"
Nicos,xico,Food,Mexican restaurant,"Family Friendly, Food, Restaurant","Warm, family-owned Mexican stop for traditional fare like enchiladas, duck mole & a mezcal cart.",http://nicos.mx/,19.4650242,-99.1777489,,
Nintendo Tokyo,15,Food,Hobby store,Food,,https://www.nintendo.co.jp/officialstore/index.html,35.6621161,139.6986385,Japan,"15-1 Udagawachō, Shibuya, Tokyo 150-0042, Japan"
Nipponbashi Denden Town,10,Food,Business park,"Food, Nature","Vibrant area featuring stores specialized in used video games, high-tech, anime & manga.",https://www.nippombashi.jp/,34.6604299,135.5058817,Japan,"Japan, 〒556-0005 Osaka, Naniwa Ward, Nipponbashi, 4-chōme−10−１０ 防犯１１０番"
Nishiki Market,Higashiuoyachō,Food,Market,"Food, Historic, Market",400-year-old iconic market studded with stalls offering all manner of Japanese edibles.,https://www.kyoto-nishiki.or.jp/,35.0050258,135.764723,Japan,"182 Higashiuoyachō, Nakagyo Ward, Kyoto, 604-8055, Japan"
Noda Coffee,,Food,Coffee shop,"Coffee, Food",,http://www.nodacoffee.com.hk/,22.2782361,114.1783271,Hong Kong,"Hong Kong, 灣仔軒尼詩道314-324號, W Square, 3樓"
Noodles and Dumplings,Edinburgh,Food,Asian restaurant,"Food, Restaurant",,,55.9411619,-3.1809805,United Kingdom,"25 Hope Park Terrace, Edinburgh EH8 9JD, UK"
Noordzee,Bruxelles,Food,Seafood restaurant,"Food, Restaurant",,https://noordzeemerdunord.be/,50.8502933,4.3476576,Belgium,"Rue Sainte-Catherine 45, 1000 Bruxelles, Belgium"
O. Šimaitės g.,Vilnius,Food,Restaurant,"Food, Restaurant",Pink soup festival,,54.6784314,25.2945535,Lithuania,"O. Šimaitės g., 01300 Vilnius, Lithuania"
Oi Man Sang Dai Pai Dong Restaurant,,Food,Cantonese restaurant,"Food, Restaurant",,https://www.facebook.com/OiManSang?mibextid=2JQ9oc,22.3266872,114.1623071,Hong Kong,"Sham Shui Po Building, 1A-1C Shek Kip Mei St, Sham Shui Po, Hong Kong"
OKAN South Bank,London,Food,Authentic Japanese restaurant,"Food, Restaurant",Compact restaurant offering traditional Japanese cuisine amid a laid-back ambiance.,http://okanlondon.com/,51.5020058,-0.1182738,United Kingdom,"County Hall, Belvedere Rd, London SE1 7PB, UK"
Okiboru House of Tsukemen,New York,Food,Ramen restaurant,"Food, Restaurant",Wareheim,https://okiboru.com/new-york,40.7193873,-73.9897013,,
Okonomiyaki Chitose,11,Food,Okonomiyaki restaurant,"Food, Restaurant","Bustling eatery known for its traditional okonomiyaki pancakes made with meat, noodles & cabbage.",http://www.bunjin.com/chitose,34.647525,135.5046657,Japan,"1-chōme-11-10 Taishi, Nishinari Ward, Osaka, 557-0002, Japan"
Okonomiyaki Katsu,Ryōanji Saigūchō,Food,Okonomiyaki restaurant,"Food, Restaurant",Compact restaurant with griddle tables for cook-your-own pancakes with savory fillings.,http://okonomiyakikatsu.wixsite.com/katsu,35.0302603,135.7206241,Japan,"1-4 Ryōanji Saigūchō, Ukyo Ward, Kyoto, 616-8011, Japan"
Okonomiyaki Okaru,9,Food,Okonomiyaki restaurant,"Food, Restaurant",,,34.6675351,135.5034241,Japan,"1-chōme-9-19 Sennichimae, Chuo Ward, Osaka, 542-0074, Japan"
Old Pal Bar and Kitchen,Edinburgh,Food,Restaurant,"Food, Restaurant",,https://www.oldpal.co.uk/,55.946946,-3.2157828,United Kingdom,"Haymarket, 28 W Maitland St, Edinburgh EH12 5DX, UK"
Old Pokhara Bazaar,Pokhara,Food,Market,"Food, Market",,,28.228834,83.9845569,Nepal,"6XFM+QRH, Ganeshman Sinha Maarga, Pokhara 33700, Nepal"
Old Port Lobster Shack,Redwood City,Food,Permanently closed,Food,"East Coast–style seafood complemented by an easygoing wharfside vibe, plus beer & wine.",,37.4578817,-122.2286969,,
Old West Cinnamon Rolls,Pismo Beach,Food,Bakery,"Bakery, Food","Upbeat, vintage bakery offering cinnamon rolls & other sweet treats along with espresso & smoothies.",http://oldwestcinnamonrolls.com/,35.1416473,-120.6423377,,
Omen - Shijo Ponto-cho,Hashimotochō,Food,Udon noodle restaurant,"Food, Restaurant","Set meals with udon noodles, dashi broth & an array of sides in a traditional, wood-lined venue.",https://www.omen.co.jp/,35.0039347,135.7708351,Japan,"171-3 Hashimotochō, Nakagyo Ward, Kyoto, 600-8011, Japan"
Omen Ginkaku-ji,Jōdoji Ishibashichō,Food,Udon noodle restaurant,"Food, Restaurant","Bowls of udon noodles served with sides, spices & dipping sauces at Japanese & Western-style tables.",https://www.omen.co.jp/,35.0262562,135.7950089,Japan,"73 Jōdoji Ishibashichō, Sakyo Ward, Kyoto, 606-8406, Japan"
On The Bab,London,Food,Korean restaurant,"Food, Restaurant",Korean small plates inspired by street food eats plus anju cocktails served in hip cafe-style digs.,http://onthebab.com/?page_id=15,51.526866,-0.0815841,United Kingdom,"305 Old St, London EC1V 9LA, UK"
Orxateria Santa Catalina,Ciutat Vella,Food,Cafe,"Coffee, Food","Long-running cafe known for its painted wall tiles, serving hot chocolates, churros & pastries.",http://www.horchateriasantacatalina.com/,39.4738603,-0.3762593,Spain,"Pl. de Santa Caterina, 6, Ciutat Vella, 46001 València, Valencia, Spain"
OSLO Batting Center,,Food,Restaurant,"Food, Restaurant",,,,,,
Östermalm,Östermalm,Food,Restaurant,"Food, Restaurant",,,59.3465086,18.0993941,Sweden,"Furusundsgatan 15, 115 37 Stockholm, Sweden"
Our Lady Of The Rosary College,,Food,Building,Food,,,22.3329949,114.1725968,Hong Kong,"22號 Rose St, Yau Yat Chuen, Hong Kong"
Pablitos Taco's,Burbank,Food,Taco restaurant,"Food, Restaurant","Funky, casual setting for classic Peruvian saltados & ceviches with takeout & delivery options.",https://www.pablitostacos.com/,34.174417,-118.351708,,
Pak Darbar Restaurant Oasis Mall,Al Quoz,Food,Pakistani restaurant,"Food, Restaurant",,https://pakdarbargroup.com/,25.1702079,55.2425288,United Arab Emirates,64 4th St - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates
Pakwan,The Mall,Food,North Indian restaurant,"Food, Restaurant",,,31.1043615,77.1746666,India,"67-69, Mall Rd, Middle Bazar, The Mall, Shimla, Himachal Pradesh 171001, India"
Palazzo Portinari Salviati,Firenze,Food,Restaurant,"Food, Restaurant",,https://www.ldchotelsitaly.com/en/palazzoportinarisalviati-florence/,43.7715125,11.2573904,Italy,"Via del Corso, 6, 50122 Firenze FI, Italy"
Panadería Rosetta,xico,Food,Bakery,"Bakery, Food",Wareheim croissant ice cream cone,,19.4199371,-99.160616,,
Panda & Sons,Edinburgh,Food,Cocktail bar,"Bar, Food","Dark, vintage, speakeasy-inspired bar offering a robust wine list, inventive cocktails & craft beer.",http://www.pandaandsons.com/,55.9532489,-3.2069456,United Kingdom,"79 Queen St, Edinburgh EH2 4NF, UK"
Papi Henri Burger,Boulogne-sur-Mer,Food,Restaurant,"Food, Restaurant",,http://www.papihenri.fr/,50.7254672,1.6145255,France,"39 Rue de Lille, 62200 Boulogne-sur-Mer, France"
Park Hyatt Tokyo,7,Food,Temporarily closed,Food,,https://www.hyatt.com/en-US/hotel/japan/park-hyatt-tokyo/tyoph?src=corp_lclb_google_seo_tyoph&utm_source=google&utm_medium=organic&utm_campaign=lmr,35.6856521,139.6910887,Japan,"Park Hyatt Tokyo, 3-chōme-7-1 Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
Parque de El Poblado,El Poblado,Food,Park,"Food, Nature","Green square & central meeting spot with food vendors, artisan craft stalls & surrounding nightlife.",http://www.medellin.gov.co/,6.2100096,-75.5711208,Colombia,"Cl. 9 #43a21, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
Parrt Ebelle Seafood Restaurant,Cebu City,Food,Seafood restaurant,"Food, Restaurant",,https://www.facebook.com/pages/Parrt-Ebelle-Tinola/202384823154328,10.311366,123.9164034,Philippines,"8W68+GHR, J. De Veyra St, Cebu City, 6000 Cebu, Philippines"
Passyunk Avenue (Fitzrovia),London,Food,American restaurant,"Food, Restaurant","Unfussy Philadelphia-inspired joint serving cheesesteaks, regional dishes, buffalo wings & beers.",https://passyunkavenue.com/fitzrovia/?utm_source=gmb&utm_medium=organic&utm_campaign=fitzrovia,51.522045,-0.1404252,United Kingdom,"80 Cleveland St, London W1T 6NE, UK"
Pasticceria Rocco,New York,Food,Bakery,"Bakery, Food","Italian pastries, custom cakes & espresso are found at this comfy bakeshop with seating.",http://pasticceriarocco.com/,40.7308406,-74.0026298,,
Pathayapura Restaurant,Al Danah,Food,Family restaurant,"Food, Restaurant",,,24.4923253,54.3601462,United Arab Emirates,17 Niqa Al Hidheeb St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates
Paul Rothe & Son,London,Food,Deli,"Family Friendly, Food","Run by the same family since 1900, this deli specialises in freshly made sandwiches and soup.",https://www.instagram.com/paulrotheandson,51.516829,-0.1508311,United Kingdom,"35 Marylebone Ln, London W1U 2NN, UK"
Paupio Turgus,Vilnius,Food,Food court,Food,,https://www.paupioturgus.lt/,54.6785264,25.3025146,Lithuania,"Aukštaičių g. 7, Vilnius, 11341 Vilniaus m. sav., Lithuania"
Peaches HotHouse,Brooklyn,Food,Southern restaurant (US),"Food, Restaurant",Casual eatery offering small and large plates of Southern comfort food with mason jar cocktails.,http://www.bcrestaurantgroup.com/hothouse,40.6833818,-73.9437578,,
Pescheria Azzurra,Napoli,Food,Fish store,Food,,,40.8466508,14.2470702,Italy,"Via Portamedina, 3/4 5, 80134 Napoli NA, Italy"
Petee's Pie Company,New York,Food,Pie shop,Food,Classic & more modern pies made with local ingredients plus a few other baked goods & coffee.,https://www.peteespie.com/,40.7191277,-73.9908935,,
Peter Pan Donut & Pastry Shop,Brooklyn,Food,Donut shop,"Food, Historic","Old-school bakery with counter seating for donuts & pastries, plus shakes & egg creams.",http://peterpandonuts.com/,40.7260834,-73.9523074,,
Pie'n Burger,Pasadena,Food,Hamburger restaurant,"Food, Historic, Restaurant","Old-fashioned joint serving daytime fare like classic burgers, plus milkshakes & fruit pies.",http://pienburger.com/,34.1360062,-118.1314835,,
Pinavija,Vilnius,Food,Patisserie,Food,,http://pinavija.lt/,54.685725,25.279335,Lithuania,"Vilniaus g. 21, 01402 Vilnius, Lithuania"
Pine Box,Seattle,Food,Bar,"Bar, Food",Bar with craft beers on tap & New American fare housed in a former mortuary with cathedral ceilings.,http://www.pineboxbar.com/,47.6155083,-122.3276222,,
Pintauro,Napoli,Food,Cake shop,Food,"Bakery crafting traditional Italian treats, including regional specialties like sfogliatella.",http://www.pintauro.it/,40.8393062,14.2483,Italy,"Via Toledo, 275, 80132 Napoli NA, Italy"
Pizzeria Brandi,Napoli,Food,Pizza restaurant,"Food, Outdoor Seating, Restaurant","Long-standing venue for seafood pasta, wood-fired pizzas & wine in a cozy setup with outdoor tables.",http://www.pizzeriabrandi.com/,40.8367116,14.2468161,Italy,"Salita S. Anna di Palazzo, 1, 80132 Napoli NA, Italy"
Pizzeria Carmnella dal 1892,Napoli,Food,Pizza restaurant,"Food, Restaurant","Antipasti, pasta & an extensive menu of classic Neapolitan pizzas at a cozy, casual trattoria.",http://www.carmnella.com/,40.8493527,14.2785476,Italy,"Via Marino Cristoforo, 22, 80142 Napoli NA, Italy"
Pizzeria Da Attilio,Napoli,Food,Pizza restaurant,"Family Friendly, Food, Restaurant","Family-owned restaurant with a wood-burning oven, known for its star-shaped, ricotta-stuffed pizzas.",https://www.pizzeriadaattilio.com/,40.8451846,14.2482277,Italy,"Via Pignasecca, 17, 80134 Napoli NA, Italy"
Pizzeria Mozza,London,Food,Pizza restaurant,"Food, Restaurant",Gourmet pizza along with Italian entrees & wine presented in a modern venue with stylish decor.,https://www.treehousehotels.com/london/eat-drink/pizzeria-mozza?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,51.5180163,-0.1425606,United Kingdom,"14-15 Langham Pl, London W1B 2QS, UK"
Pizzeria Pellone,Napoli,Food,Pizza restaurant,"Food, Restaurant",Long-standing choice providing traditional & inventive wood-fired pizzas in a vintage setting.,http://pellonepizzeria.it/,40.8561618,14.2741284,Italy,"Via Nazionale, 93, 80143 Napoli NA, Italy"
Pizzeria Remo A Testaccio,Roma,Food,Pizza restaurant,"Food, Restaurant","Long-standing, popular stop for wood-fired pizza, fried arancini & croquettes, with outside tables.",https://www.facebook.com/pizzeria-Remo-a-testaccio-133041203421714/photos/?ref=page_internal&mt_nav=0,41.8809047,12.4754643,Italy,"Piazza di S Maria Liberatrice, 44, 00153 Roma RM, Italy"
playa piskadó,Sabana Westpunt,Food,Beach,Food,Small fishing beach with a pier & a popular locale for snorkeling & swimming with sea turtles.,,12.3695224,-69.1539198,Curaçao,"9RCW+54C, Sabana Westpunt, Curaçao"
Point Market,Santa Cruz,Food,Grocery store,Food,,https://order.online/business/the-point-market-998683,36.9556647,-121.9724698,,
Pokémon Center Mega Tokyo,1,Food,Hobby store,Food,"The computer game sensation, Pokemon, is celebrated in all its guises at this huge megastore.",https://www.pokemon.co.jp/shop/pokecen/megatokyo/,35.7289056,139.7193245,Japan,"3-chōme-1-1 Higashiikebukuro, Toshima City, Tokyo 170-0013, Japan"
Ponggol Nasi Lemak Centre,Singapore,Food,Singaporean restaurant,"Food, Restaurant","Small, basic stall with adjacent seats turning out nasi lemak, chicken wings & other Asian staples.",http://www.ponggolnasilemak.com.sg/,1.3067511,103.8954676,Singapore,"238 Tanjong Katong Rd, Singapore 437026"
Pop Life Department M's,15,Food,Adult entertainment store,Food,,https://www.ms-online.co.jp/,35.6977706,139.7724198,Japan,"Japan, 〒101-0021 Tokyo, Chiyoda City, Sotokanda, 1-chōme−15−１３ 太平堂ビルB1F-6F"
Pork Tamago Onigiri Honten,Mihama,Food,Breakfast restaurant,"Food, Restaurant",,http://porktamago.com/,26.3156636,127.753682,Japan,"9-21 Mihama, Chatan, Nakagami District, Okinawa 904-0115, Japan"
Porto Quadro ristorante,Roma,Food,Restaurant,"Food, Restaurant",,https://portoquadro.superbexperience.com/,41.8807702,12.4667914,Italy,"Piazza Ippolito Nievo, 14, 00153 Roma RM, Italy"
Poster House,New York,Food,Museum,"Food, Museum","Graphic design & advertising posters on display, ranging from Art Nouveau to political propaganda.",http://www.posterhouse.org/,40.7435919,-73.9933284,,
Powell/Mason Cable Car Turnaround,San Francisco,Food,Tourist attraction,Food,"Landmark turnaround & boarding point for cable car trollies, also popular for music by buskers.",https://www.sfmta.com/getting-around/transit/fares-passes,37.8052723,-122.4152298,,
Prince Street Pizza,New York,Food,Pizza restaurant,"Food, Restaurant",Square pies named for streets in the neighborhood nourish & amuse at this NoLita pizzeria.,https://locations.princestreetpizza.com/new-york,40.7230777,-73.9945444,,
PST Higashi Azabu (Pizza Studio Tamaki Higashi Azabu),24,Food,Pizza restaurant,"Food, Restaurant","Gourmet, wood-fired pizza & elegant desserts served in a rustic space with counter & table seating.",http://pst-tk2-ad.com/,35.655648,139.74437,Japan,"1-chōme-24-6 Higashiazabu, Minato City, Tokyo 106-0044, Japan"
Puka Dog Hawaiian Style Hot Dogs,Poipu,Food,Hot dog restaurant,"Food, Restaurant",Chill spot for speciality Polish sausages with a Hawaiian twist  & homemade shave ice.,http://www.pukadog.com/,21.8738762,-159.453389,,
Pullman Gallery,London,Food,Art gallery,Food,,http://www.pullmangallery.com/,51.506328,-0.138066,United Kingdom,"14 King St, London SW1Y 6QU, UK"
Puntarena,xico,Food,Restaurant,"Food, Restaurant",,http://www.puntarena.mx/,19.3613961,-99.2763311,,
Qasr Al Watan,Al Ras Al Akhdar,Food,Tourist attraction,Food,Domed marble & limestone presidential palace with a mosaic-clad great hall & extensive library.,https://www.qasralwatan.ae/,24.4619932,54.3057378,United Arab Emirates,F864+R78 - Al Ras Al Akhdar - Abu Dhabi - United Arab Emirates
Quality Meats,New York,Food,American restaurant,"Food, Restaurant","Steakhouse in a hip, industrial space known for its premium chops & housemade ice cream.",http://qualitymeatsnyc.com/,40.7650085,-73.9761481,,
QUALITY PIZZA CO. MIDTOWN,New York,Food,Pizza restaurant,"Food, Restaurant",,http://orderqualitypizzaco.com/,40.7481543,-73.9886899,,
Quarry Park,Rocklin,Food,Park,"Food, Nature",,,38.7875748,-121.2356434,United States,"4005 Adventure Wy, Rocklin, CA 95677, USA"
Quinn’s cafe,Edinburgh,Food,Cafe,"Coffee, Food",,,55.9463788,-3.1997581,United Kingdom,"62 West Port, Edinburgh EH1 2LD, UK"
Quinta Colina by Shiadu,Lisboa,Food,Restaurant,"Food, Restaurant",,https://shiadu.com/en/accommodation/quinta-colina-boutique-guesthouse-en/?utm_source=googlemaps&utm_medium=link&utm_campaign=quintacolina&utm_content=en,38.71792,-9.1390552,Portugal,"CC de Sant'Ana 202, 1150-199 Lisboa, Portugal"
RAMEN MURAJI,Izutsuyachō,Food,Ramen restaurant,"Food, Restaurant",,,35.0071034,135.7639026,Japan,"404 Izutsuyachō, Nakagyo Ward, Kyoto, 604-8113, Japan"
Ramen Shingen,8-chōme,Food,Ramen restaurant,"Food, Restaurant",,,43.0522777,141.3475432,Japan,"Japan, 〒064-0806 Hokkaido, Sapporo, Chuo Ward, Minami 6 Jōnishi, 8-chōme−８−２ グランフォルム南６条"
Ravi Restaurant - Karama,Al Karama,Food,Supermarket,"Food, Market",,http://www.westzone.com/,25.2464488,55.301781,United Arab Emirates,48 6A St - Al Karama - Dubai - United Arab Emirates
Ravi Restaurant Satwa,Al Satwa,Food,Pakistani restaurant,"Food, Restaurant","This popular, unassuming eatery dishes up an array of traditional Pakistani & Indian fare.",https://www.instagram.com/ravirestaurantsuae,25.2336399,55.2790597,United Arab Emirates,7HQQ67MH+CJ - 8 9th St - Al Satwa - Dubai - United Arab Emirates
